cliente,estado,fechaHora,fecha,idMesa,numMesa,discoteca
Maria Diaz,Confirmado,2023-11-19 00:00:00,2023-11-25,73,16,Zouk Boulevard
Enrique Perez,Confirmado,2023-11-19 00:00:00,2023-11-24,75,18,Zouk Boulevard
Maria Martines,Cancelado,2023-11-19 00:00:00,2023-11-22,76,19,Zouk Boulevard
Rodrigo Diaz,Confirmado,2023-11-19 00:00:00,2023-11-25,76,19,Zouk Boulevard
Carlos Torres,Confirmado,2023-11-19 00:00:00,2023-11-21,77,20,Zouk Boulevard
Belen Garcia,Confirmado,2023-11-19 00:00:00,2023-11-25,77,20,Zouk Boulevard
Julio Fernandez,Confirmado,2023-11-19 00:00:00,2023-11-19,102,1,Forum
Rodrigo Pedregal,Confirmado,2023-11-19 00:00:00,2023-11-23,102,1,Forum
Enrique Garcia,Confirmado,2023-11-19 00:00:00,2023-11-21,103,2,Forum
Belen Pedregal,Confirmado,2023-11-19 00:00:00,2023-11-22,103,2,Forum
Maria Diaz,Confirmado,2023-11-19 00:00:00,2023-11-20,104,3,Forum
Bruno Gonzales,Confirmado,2023-11-19 00:00:00,2023-11-22,104,3,Forum
Bruno Fernandez,Confirmado,2023-11-19 00:00:00,2023-11-25,104,3,Forum
Rodrigo Pedregal,Confirmado,2023-11-19 00:00:00,2023-11-25,105,4,Forum
Rodrigo Perez,Confirmado,2023-11-19 00:00:00,2023-11-20,106,5,Forum
Tatiana Garcia,Confirmado,2023-11-19 00:00:00,2023-11-21,106,5,Forum
Alejandro Pedregal,Confirmado,2023-11-19 00:00:00,2023-11-22,106,5,Forum
Enrique Lopez,Confirmado,2023-11-19 00:00:00,2023-11-24,106,5,Forum
Tatiana Pedregal,Confirmado,2023-11-19 00:00:00,2023-11-25,107,6,Forum
Tatiana Sanchez,Confirmado,2023-11-19 00:00:00,2023-11-25,108,7,Forum
Rodrigo Lopez,Confirmado,2023-11-19 00:00:00,2023-11-25,109,8,Forum
Belen Castillo,Confirmado,2023-11-19 00:00:00,2023-11-19,110,9,Forum
Rodrigo Garcia,Confirmado,2023-11-19 00:00:00,2023-11-20,110,9,Forum
Belen Alonso,Confirmado,2023-11-19 00:00:00,2023-11-20,111,10,Forum
Rodrigo Gonzales,Confirmado,2023-11-19 00:00:00,2023-11-24,111,10,Forum
Julio Perez,Confirmado,2023-11-19 00:00:00,2023-11-24,112,11,Forum
Rodrigo Garcia,Confirmado,2023-11-19 00:00:00,2023-11-19,113,12,Forum
Carlos Perez,Confirmado,2023-11-19 00:00:00,2023-11-21,115,14,Forum
Fausto Garcia,Confirmado,2023-11-19 00:00:00,2023-11-24,117,16,Forum
Carla Pedregal,Confirmado,2023-11-19 00:00:00,2023-11-19,118,17,Forum
Carlos Lopez,Confirmado,2023-11-19 00:00:00,2023-11-21,118,17,Forum
Carlos Perez,Confirmado,2023-11-19 00:00:00,2023-11-23,118,17,Forum
Maria Jimenez,Confirmado,2023-11-19 00:00:00,2023-11-22,119,18,Forum
Enrique Martines,Confirmado,2023-11-19 00:00:00,2023-11-19,121,20,Forum
Rodrigo Alonso,Confirmado,2023-11-19 00:00:00,2023-11-21,122,21,Forum
Carla Pedregal,Confirmado,2023-11-19 00:00:00,2023-11-23,122,21,Forum
Alejandro Pedregal,Confirmado,2023-11-19 00:00:00,2023-11-24,122,21,Forum
Maria Castillo,Confirmado,2023-11-19 00:00:00,2023-11-20,123,22,Forum
Bruno Alonso,Confirmado,2023-11-19 00:00:00,2023-11-25,123,22,Forum
Enrique Lopez,Confirmado,2023-11-19 00:00:00,2023-11-23,124,23,Forum
Alejandro Lopez,Confirmado,2023-11-19 00:00:00,2023-11-25,124,23,Forum
Belen Pedregal,Confirmado,2023-11-19 00:00:00,2023-11-20,125,24,Forum
Enrique Martines,Confirmado,2023-11-19 00:00:00,2023-11-22,125,24,Forum
Tatiana Sanchez,Confirmado,2023-11-19 00:00:00,2023-11-22,126,25,Forum
Juan Garcia,Confirmado,2023-11-19 00:00:00,2023-11-23,126,25,Forum
Rodrigo Martines,Confirmado,2023-11-19 00:00:00,2023-11-24,127,26,Forum
Carla Gonzales,Confirmado,2023-11-19 00:00:00,2023-11-20,128,27,Forum
Maria Castillo,Confirmado,2023-11-20 00:00:00,2023-11-21,20,5,Pacha
Tatiana Garcia,Confirmado,2023-11-20 00:00:00,2023-11-23,21,6,Pacha
Tatiana Fernandez,Confirmado,2023-11-20 00:00:00,2023-11-24,21,6,Pacha
Carla Diaz,Confirmado,2023-11-20 00:00:00,2023-11-22,25,10,Pacha
Facundo Gonzales,Confirmado,2023-11-20 00:00:00,2023-11-24,26,11,Pacha
Fausto Jimenez,Confirmado,2023-11-20 00:00:00,2023-11-25,26,11,Pacha
Rodrigo Martines,Confirmado,2023-11-20 00:00:00,2023-11-22,27,12,Pacha
Rodrigo Sanchez,Confirmado,2023-11-20 00:00:00,2023-11-25,27,12,Pacha
Bruno Diaz,Confirmado,2023-11-20 00:00:00,2023-11-21,29,14,Pacha
Carlos Pedregal,Confirmado,2023-11-20 00:00:00,2023-11-23,29,14,Pacha
Belen Pedregal,Confirmado,2023-11-20 00:00:00,2023-11-25,29,14,Pacha
Bruno Diaz,Confirmado,2023-11-20 00:00:00,2023-11-22,30,15,Pacha
Carla Fernandez,Confirmado,2023-11-20 00:00:00,2023-11-22,31,16,Pacha
Julio Ramirez,Confirmado,2023-11-20 00:00:00,2023-11-23,60,3,Zouk Boulevard
Pedro Sanchez,Confirmado,2023-11-20 00:00:00,2023-11-24,61,4,Zouk Boulevard
Maria Castillo,Confirmado,2023-11-20 00:00:00,2023-11-23,65,8,Zouk Boulevard
Belen Alonso,Confirmado,2023-11-20 00:00:00,2023-11-25,66,9,Zouk Boulevard
Julio Fernandez,Confirmado,2023-11-20 00:00:00,2023-11-21,67,10,Zouk Boulevard
Alejandro Jimenez,Confirmado,2023-11-20 00:00:00,2023-11-25,67,10,Zouk Boulevard
Facundo Perez,Confirmado,2023-11-20 00:00:00,2023-11-22,69,12,Zouk Boulevard
Fausto Jimenez,Confirmado,2023-11-20 00:00:00,2023-11-23,69,12,Zouk Boulevard
Carlos Pedregal,Confirmado,2023-11-20 00:00:00,2023-11-21,72,15,Zouk Boulevard
Rodrigo Gonzales,Confirmado,2023-11-20 00:00:00,2023-11-23,72,15,Zouk Boulevard
Alejandro Jimenez,Confirmado,2023-11-20 00:00:00,2023-11-22,77,20,Zouk Boulevard
Facundo Gonzales,Confirmado,2023-11-20 00:00:00,2023-11-21,102,1,Forum
Bruno Diaz,Confirmado,2023-11-20 00:00:00,2023-11-22,102,1,Forum
Enrique Gonzales,Confirmado,2023-11-20 00:00:00,2023-11-22,107,6,Forum
Maria Jimenez,Confirmado,2023-11-20 00:00:00,2023-11-23,107,6,Forum
Rodrigo Martines,Confirmado,2023-11-20 00:00:00,2023-11-24,107,6,Forum
Bruno Diaz,Confirmado,2023-11-20 00:00:00,2023-11-21,108,7,Forum
Julio Perez,Confirmado,2023-11-20 00:00:00,2023-11-24,108,7,Forum
Facundo Gonzales,Confirmado,2023-11-20 00:00:00,2023-11-21,110,9,Forum
Julio Perez,Confirmado,2023-11-20 00:00:00,2023-11-23,110,9,Forum
Pedro Gonzales,Confirmado,2023-11-20 00:00:00,2023-11-24,110,9,Forum
Carlos Torres,Confirmado,2023-11-20 00:00:00,2023-11-22,113,12,Forum
Rodrigo Lopez,Confirmado,2023-11-20 00:00:00,2023-11-21,114,13,Forum
Belen Garcia,Confirmado,2023-11-20 00:00:00,2023-11-24,115,14,Forum
Bruno Gonzales,Confirmado,2023-11-20 00:00:00,2023-11-23,116,15,Forum
Rodrigo Diaz,Confirmado,2023-11-20 00:00:00,2023-11-24,116,15,Forum
Carlos Lopez,Confirmado,2023-11-20 00:00:00,2023-11-25,117,16,Forum
Carla Diaz,Confirmado,2023-11-20 00:00:00,2023-11-24,118,17,Forum
Carla Sanchez,Confirmado,2023-11-20 00:00:00,2023-11-23,119,18,Forum
Rodrigo Perez,Confirmado,2023-11-20 00:00:00,2023-11-24,119,18,Forum
Pedro Alonso,Confirmado,2023-11-20 00:00:00,2023-11-25,119,18,Forum
Facundo Sanchez,Confirmado,2023-11-20 00:00:00,2023-11-22,122,21,Forum
Carlos Perez,Confirmado,2023-11-20 00:00:00,2023-11-21,124,23,Forum
Juan Diaz,Cancelado,2023-11-20 00:00:00,2023-11-25,125,24,Forum
Rodrigo Martines,Confirmado,2023-11-20 00:00:00,2023-11-22,128,27,Forum
Bruno Castillo,Confirmado,2023-11-20 00:00:00,2023-11-23,128,27,Forum
Rodrigo Alonso,Confirmado,2023-11-21 00:00:00,2023-11-22,18,3,Pacha
Facundo Sanchez,Confirmado,2023-11-21 00:00:00,2023-11-23,18,3,Pacha
Maria Torres,Confirmado,2023-11-21 00:00:00,2023-11-24,18,3,Pacha
Rodrigo Diaz,Confirmado,2023-11-21 00:00:00,2023-11-22,20,5,Pacha
Belen Castillo,Confirmado,2023-11-21 00:00:00,2023-11-24,25,10,Pacha
Bruno Diaz,Confirmado,2023-11-21 00:00:00,2023-11-24,28,13,Pacha
Carla Torres,Confirmado,2023-11-21 00:00:00,2023-11-23,30,15,Pacha
Bruno Alonso,Confirmado,2023-11-21 00:00:00,2023-11-25,31,16,Pacha
Bruno Alonso,Confirmado,2023-11-21 00:00:00,2023-11-24,58,1,Zouk Boulevard
Rodrigo Lopez,Confirmado,2023-11-21 00:00:00,2023-11-25,58,1,Zouk Boulevard
Carla Pedregal,Cancelado,2023-11-21 00:00:00,2023-11-22,60,3,Zouk Boulevard
Maria Martines,Confirmado,2023-11-21 00:00:00,2023-11-22,61,4,Zouk Boulevard
Fausto Garcia,Confirmado,2023-11-21 00:00:00,2023-11-25,65,8,Zouk Boulevard
Rodrigo Pedregal,Confirmado,2023-11-21 00:00:00,2023-11-22,66,9,Zouk Boulevard
Bruno Diaz,Confirmado,2023-11-21 00:00:00,2023-11-23,67,10,Zouk Boulevard
Facundo Gonzales,Confirmado,2023-11-21 00:00:00,2023-11-24,67,10,Zouk Boulevard
Bruno Castillo,Confirmado,2023-11-21 00:00:00,2023-11-25,68,11,Zouk Boulevard
Tatiana Pedregal,Confirmado,2023-11-21 00:00:00,2023-11-24,69,12,Zouk Boulevard
Fausto Jimenez,Confirmado,2023-11-21 00:00:00,2023-11-25,69,12,Zouk Boulevard
Carlos Torres,Confirmado,2023-11-21 00:00:00,2023-11-24,74,17,Zouk Boulevard
Belen Diaz,Confirmado,2023-11-21 00:00:00,2023-11-25,75,18,Zouk Boulevard
Belen Martines,Confirmado,2023-11-21 00:00:00,2023-11-23,76,19,Zouk Boulevard
Rodrigo Sanchez,Confirmado,2023-11-21 00:00:00,2023-11-24,102,1,Forum
Rodrigo Sanchez,Confirmado,2023-11-21 00:00:00,2023-11-25,102,1,Forum
Bruno Castillo,Confirmado,2023-11-21 00:00:00,2023-11-25,103,2,Forum
Fausto Garcia,Confirmado,2023-11-21 00:00:00,2023-11-22,105,4,Forum
Rodrigo Lopez,Cancelado,2023-11-21 00:00:00,2023-11-24,105,4,Forum
Belen Castillo,Confirmado,2023-11-21 00:00:00,2023-11-25,106,5,Forum
Maria Perez,Confirmado,2023-11-21 00:00:00,2023-11-23,111,10,Forum
Tatiana Martines,Confirmado,2023-11-21 00:00:00,2023-11-25,111,10,Forum
Bruno Castillo,Confirmado,2023-11-21 00:00:00,2023-11-25,113,12,Forum
Bruno Jimenez,Confirmado,2023-11-21 00:00:00,2023-11-24,114,13,Forum
Pedro Gonzales,Confirmado,2023-11-21 00:00:00,2023-11-23,115,14,Forum
Maria Martines,Confirmado,2023-11-21 00:00:00,2023-11-23,117,16,Forum
Facundo Ramirez,Confirmado,2023-11-21 00:00:00,2023-11-25,118,17,Forum
Rodrigo Martines,Confirmado,2023-11-21 00:00:00,2023-11-25,122,21,Forum
Bruno Alonso,Cancelado,2023-11-21 00:00:00,2023-11-22,123,22,Forum
Pedro Martines,Cancelado,2023-11-21 00:00:00,2023-11-24,123,22,Forum
Fausto Garcia,Confirmado,2023-11-21 00:00:00,2023-11-24,126,25,Forum
Pedro Alonso,Confirmado,2023-11-21 00:00:00,2023-11-22,127,26,Forum
Bruno Jimenez,Confirmado,2023-11-21 00:00:00,2023-11-23,127,26,Forum
Maria Jimenez,Confirmado,2023-11-21 00:00:00,2023-11-25,127,26,Forum
Carlos Lopez,Cancelado,2023-11-21 00:00:00,2023-11-24,128,27,Forum
Pedro Jimenez,Confirmado,2023-11-22 00:00:00,2023-11-24,16,1,Pacha
Tatiana Sanchez,Confirmado,2023-11-22 00:00:00,2023-11-23,17,2,Pacha
Maria Jimenez,Confirmado,2023-11-22 00:00:00,2023-11-24,17,2,Pacha
Rodrigo Perez,Confirmado,2023-11-22 00:00:00,2023-11-25,18,3,Pacha
Rodrigo Pedregal,Confirmado,2023-11-22 00:00:00,2023-11-23,19,4,Pacha
Juan Fernandez,Confirmado,2023-11-22 00:00:00,2023-11-25,19,4,Pacha
Bruno Martines,Confirmado,2023-11-22 00:00:00,2023-11-23,25,10,Pacha
Maria Jimenez,Confirmado,2023-11-22 00:00:00,2023-11-25,25,10,Pacha
Facundo Sanchez,Confirmado,2023-11-22 00:00:00,2023-11-23,26,11,Pacha
Belen Pedregal,Confirmado,2023-11-22 00:00:00,2023-11-24,29,14,Pacha
Belen Pedregal,Confirmado,2023-11-22 00:00:00,2023-11-24,59,2,Zouk Boulevard
Pedro Gonzales,Confirmado,2023-11-22 00:00:00,2023-11-24,60,3,Zouk Boulevard
Belen Alonso,Confirmado,2023-11-22 00:00:00,2023-11-25,70,13,Zouk Boulevard
Tatiana Sanchez,Confirmado,2023-11-22 00:00:00,2023-11-23,71,14,Zouk Boulevard
Carla Fernandez,Confirmado,2023-11-22 00:00:00,2023-11-24,71,14,Zouk Boulevard
Pedro Gonzales,Confirmado,2023-11-22 00:00:00,2023-11-24,72,15,Zouk Boulevard
Belen Alonso,Confirmado,2023-11-22 00:00:00,2023-11-23,74,17,Zouk Boulevard
Carla Alonso,Confirmado,2023-11-22 00:00:00,2023-11-24,76,19,Zouk Boulevard
Facundo Ramirez,Confirmado,2023-11-22 00:00:00,2023-11-23,77,20,Zouk Boulevard
Bruno Alonso,Confirmado,2023-11-22 00:00:00,2023-11-24,104,3,Forum
Rodrigo Garcia,Confirmado,2023-11-22 00:00:00,2023-11-23,105,4,Forum
Rodrigo Gonzales,Confirmado,2023-11-22 00:00:00,2023-11-23,113,12,Forum
Juan Fernandez,Confirmado,2023-11-22 00:00:00,2023-11-24,113,12,Forum
Julio Garcia,Confirmado,2023-11-22 00:00:00,2023-11-23,114,13,Forum
Rodrigo Gonzales,Confirmado,2023-11-22 00:00:00,2023-11-24,120,19,Forum
Belen Diaz,Confirmado,2023-11-22 00:00:00,2023-11-25,120,19,Forum
Enrique Perez,Confirmado,2023-11-22 00:00:00,2023-11-25,121,20,Forum
Belen Alonso,Confirmado,2023-11-22 00:00:00,2023-11-25,126,25,Forum
Rodrigo Alonso,Confirmado,2023-11-23 00:00:00,2023-11-25,16,1,Pacha
Alejandro Jimenez,Confirmado,2023-11-23 00:00:00,2023-11-25,17,2,Pacha
Carla Sanchez,Confirmado,2023-11-23 00:00:00,2023-11-24,20,5,Pacha
Rodrigo Sanchez,Confirmado,2023-11-23 00:00:00,2023-11-25,20,5,Pacha
Maria Diaz,Cancelado,2023-11-23 00:00:00,2023-11-24,30,15,Pacha
Enrique Diaz,Confirmado,2023-11-23 00:00:00,2023-11-24,31,16,Pacha
Enrique Martines,Confirmado,2023-11-23 00:00:00,2023-11-25,32,17,Pacha
Julio Perez,Confirmado,2023-11-23 00:00:00,2023-11-24,73,16,Zouk Boulevard
Enrique Perez,Confirmado,2023-11-23 00:00:00,2023-11-24,77,20,Zouk Boulevard
Rodrigo Gonzales,Confirmado,2023-11-23 00:00:00,2023-11-24,103,2,Forum
Rodrigo Alonso,Confirmado,2023-11-23 00:00:00,2023-11-24,109,8,Forum
Facundo Gonzales,Confirmado,2023-11-23 00:00:00,2023-11-25,110,9,Forum
Enrique Perez,Confirmado,2023-11-23 00:00:00,2023-11-25,112,11,Forum
Alejandro Torres,Confirmado,2023-11-23 00:00:00,2023-11-25,114,13,Forum
Maria Perez,Confirmado,2023-11-23 00:00:00,2023-11-25,115,14,Forum
Enrique Diaz,Confirmado,2023-11-23 00:00:00,2023-11-24,121,20,Forum
Facundo Ramirez,Confirmado,2023-11-23 00:00:00,2023-11-24,124,23,Forum
Carla Fernandez,Confirmado,2023-11-23 00:00:00,2023-11-24,125,24,Forum
Carla Pedregal,Confirmado,2023-11-23 00:00:00,2023-11-25,128,27,Forum
Rodrigo Garcia,Confirmado,2023-11-24 00:00:00,2023-11-25,28,13,Pacha
Pedro Gonzales,Confirmado,2023-11-24 00:00:00,2023-11-25,72,15,Zouk Boulevard
Rodrigo Garcia,Confirmado,2023-11-24 00:00:00,2023-11-25,74,17,Zouk Boulevard
Rodrigo Diaz,Confirmado,2023-11-24 00:00:00,2023-11-25,116,15,Forum
Julio Perez,Confirmado,2023-11-26 00:00:00,2023-11-29,16,1,Pacha
Rodrigo Garcia,Confirmado,2023-11-26 00:00:00,2023-11-30,16,1,Pacha
Rodrigo Sanchez,Confirmado,2023-11-26 00:00:00,2023-11-27,18,3,Pacha
Rodrigo Garcia,Confirmado,2023-11-26 00:00:00,2023-11-29,19,4,Pacha
Enrique Gonzales,Confirmado,2023-11-26 00:00:00,2023-12-02,19,4,Pacha
Pedro Gonzales,Confirmado,2023-11-26 00:00:00,2023-11-27,20,5,Pacha
Pedro Sanchez,Confirmado,2023-11-26 00:00:00,2023-11-26,21,6,Pacha
Facundo Perez,Confirmado,2023-11-26 00:00:00,2023-12-01,21,6,Pacha
Belen Diaz,Confirmado,2023-11-26 00:00:00,2023-12-01,25,10,Pacha
Alejandro Jimenez,Cancelado,2023-11-26 00:00:00,2023-11-28,26,11,Pacha
Rodrigo Alonso,Confirmado,2023-11-26 00:00:00,2023-11-28,27,12,Pacha
Carla Diaz,Confirmado,2023-11-26 00:00:00,2023-11-30,27,12,Pacha
Pedro Martines,Confirmado,2023-11-26 00:00:00,2023-12-02,30,15,Pacha
Pedro Gonzales,Confirmado,2023-11-26 00:00:00,2023-11-27,32,17,Pacha
Facundo Perez,Confirmado,2023-11-26 00:00:00,2023-12-01,32,17,Pacha
Facundo Perez,Confirmado,2023-11-26 00:00:00,2023-11-27,58,1,Zouk Boulevard
Bruno Alonso,Confirmado,2023-11-26 00:00:00,2023-11-29,58,1,Zouk Boulevard
Belen Martines,Confirmado,2023-11-26 00:00:00,2023-11-28,59,2,Zouk Boulevard
Belen Alonso,Confirmado,2023-11-26 00:00:00,2023-11-30,59,2,Zouk Boulevard
Rodrigo Gonzales,Confirmado,2023-11-26 00:00:00,2023-11-28,61,4,Zouk Boulevard
Tatiana Martines,Confirmado,2023-11-26 00:00:00,2023-11-29,61,4,Zouk Boulevard
Maria Jimenez,Confirmado,2023-11-26 00:00:00,2023-11-27,66,9,Zouk Boulevard
Juan Garcia,Confirmado,2023-11-26 00:00:00,2023-11-30,66,9,Zouk Boulevard
Julio Fernandez,Confirmado,2023-11-26 00:00:00,2023-12-01,66,9,Zouk Boulevard
Maria Diaz,Confirmado,2023-11-26 00:00:00,2023-12-02,66,9,Zouk Boulevard
Bruno Alonso,Cancelado,2023-11-26 00:00:00,2023-11-26,67,10,Zouk Boulevard
Carlos Perez,Confirmado,2023-11-26 00:00:00,2023-11-30,67,10,Zouk Boulevard
Bruno Alonso,Confirmado,2023-11-26 00:00:00,2023-11-30,68,11,Zouk Boulevard
Maria Fernandez,Cancelado,2023-11-26 00:00:00,2023-11-27,70,13,Zouk Boulevard
Juan Fernandez,Confirmado,2023-11-26 00:00:00,2023-11-27,71,14,Zouk Boulevard
Maria Lopez,Confirmado,2023-11-26 00:00:00,2023-11-26,72,15,Zouk Boulevard
Facundo Gonzales,Confirmado,2023-11-26 00:00:00,2023-12-01,72,15,Zouk Boulevard
Pedro Martines,Confirmado,2023-11-26 00:00:00,2023-11-28,73,16,Zouk Boulevard
Maria Fernandez,Confirmado,2023-11-26 00:00:00,2023-12-02,73,16,Zouk Boulevard
Tatiana Pedregal,Confirmado,2023-11-26 00:00:00,2023-11-30,74,17,Zouk Boulevard
Pedro Sanchez,Confirmado,2023-11-26 00:00:00,2023-12-01,74,17,Zouk Boulevard
Tatiana Sanchez,Cancelado,2023-11-26 00:00:00,2023-11-28,76,19,Zouk Boulevard
Maria Jimenez,Confirmado,2023-11-26 00:00:00,2023-11-27,77,20,Zouk Boulevard
Bruno Alonso,Confirmado,2023-11-26 00:00:00,2023-11-29,102,1,Forum
Enrique Gonzales,Confirmado,2023-11-26 00:00:00,2023-11-30,102,1,Forum
Maria Pedregal,Confirmado,2023-11-26 00:00:00,2023-12-01,102,1,Forum
Rodrigo Sanchez,Confirmado,2023-11-26 00:00:00,2023-11-29,103,2,Forum
Facundo Perez,Confirmado,2023-11-26 00:00:00,2023-12-01,103,2,Forum
Belen Garcia,Cancelado,2023-11-26 00:00:00,2023-11-29,104,3,Forum
Rodrigo Sanchez,Confirmado,2023-11-26 00:00:00,2023-12-01,104,3,Forum
Enrique Perez,Confirmado,2023-11-26 00:00:00,2023-12-02,104,3,Forum
Enrique Lopez,Confirmado,2023-11-26 00:00:00,2023-11-27,107,6,Forum
Enrique Diaz,Confirmado,2023-11-26 00:00:00,2023-12-01,108,7,Forum
Rodrigo Alonso,Confirmado,2023-11-26 00:00:00,2023-12-02,108,7,Forum
Rodrigo Garcia,Confirmado,2023-11-26 00:00:00,2023-11-26,109,8,Forum
Maria Castillo,Confirmado,2023-11-26 00:00:00,2023-11-27,112,11,Forum
Bruno Gonzales,Confirmado,2023-11-26 00:00:00,2023-12-01,112,11,Forum
Rodrigo Sanchez,Confirmado,2023-11-26 00:00:00,2023-12-02,112,11,Forum
Carla Alonso,Confirmado,2023-11-26 00:00:00,2023-12-02,114,13,Forum
Facundo Gonzales,Confirmado,2023-11-26 00:00:00,2023-12-02,116,15,Forum
Juan Diaz,Confirmado,2023-11-26 00:00:00,2023-12-01,117,16,Forum
Belen Martines,Confirmado,2023-11-26 00:00:00,2023-12-02,118,17,Forum
Maria Jimenez,Confirmado,2023-11-26 00:00:00,2023-11-29,119,18,Forum
Rodrigo Gonzales,Confirmado,2023-11-26 00:00:00,2023-11-29,120,19,Forum
Belen Castillo,Confirmado,2023-11-26 00:00:00,2023-11-30,122,21,Forum
Facundo Ramirez,Confirmado,2023-11-26 00:00:00,2023-12-02,122,21,Forum
Julio Ramirez,Confirmado,2023-11-26 00:00:00,2023-11-27,124,23,Forum
Rodrigo Garcia,Confirmado,2023-11-26 00:00:00,2023-11-28,124,23,Forum
Alejandro Lopez,Confirmado,2023-11-26 00:00:00,2023-11-27,125,24,Forum
Carlos Torres,Confirmado,2023-11-26 00:00:00,2023-11-27,126,25,Forum
Facundo Gonzales,Cancelado,2023-11-26 00:00:00,2023-12-01,126,25,Forum
Rodrigo Garcia,Cancelado,2023-11-26 00:00:00,2023-12-02,126,25,Forum
Carla Diaz,Confirmado,2023-11-26 00:00:00,2023-11-26,128,27,Forum
Carlos Torres,Confirmado,2023-11-26 00:00:00,2023-11-29,128,27,Forum
Pedro Sanchez,Confirmado,2023-11-26 00:00:00,2023-11-30,128,27,Forum
Maria Perez,Confirmado,2023-11-27 00:00:00,2023-11-28,17,2,Pacha
Rodrigo Sanchez,Confirmado,2023-11-27 00:00:00,2023-11-29,17,2,Pacha
Alejandro Pedregal,Confirmado,2023-11-27 00:00:00,2023-11-29,18,3,Pacha
Carla Fernandez,Confirmado,2023-11-27 00:00:00,2023-12-02,18,3,Pacha
Tatiana Garcia,Confirmado,2023-11-27 00:00:00,2023-11-30,20,5,Pacha
Maria Diaz,Confirmado,2023-11-27 00:00:00,2023-12-02,20,5,Pacha
Maria Fernandez,Confirmado,2023-11-27 00:00:00,2023-12-02,21,6,Pacha
Tatiana Martines,Confirmado,2023-11-27 00:00:00,2023-11-29,25,10,Pacha
Rodrigo Gonzales,Cancelado,2023-11-27 00:00:00,2023-11-30,29,14,Pacha
Belen Martines,Confirmado,2023-11-27 00:00:00,2023-11-30,30,15,Pacha
Julio Lopez,Confirmado,2023-11-27 00:00:00,2023-11-29,31,16,Pacha
Rodrigo Gonzales,Confirmado,2023-11-27 00:00:00,2023-12-01,58,1,Zouk Boulevard
Alejandro Lopez,Confirmado,2023-11-27 00:00:00,2023-12-02,59,2,Zouk Boulevard
Julio Ramirez,Confirmado,2023-11-27 00:00:00,2023-11-30,61,4,Zouk Boulevard
Facundo Ramirez,Confirmado,2023-11-27 00:00:00,2023-12-02,61,4,Zouk Boulevard
Carlos Torres,Confirmado,2023-11-27 00:00:00,2023-12-01,65,8,Zouk Boulevard
Facundo Perez,Confirmado,2023-11-27 00:00:00,2023-11-29,67,10,Zouk Boulevard
Carla Fernandez,Confirmado,2023-11-27 00:00:00,2023-12-02,67,10,Zouk Boulevard
Tatiana Martines,Confirmado,2023-11-27 00:00:00,2023-11-29,68,11,Zouk Boulevard
Juan Diaz,Confirmado,2023-11-27 00:00:00,2023-12-02,69,12,Zouk Boulevard
Alejandro Lopez,Confirmado,2023-11-27 00:00:00,2023-11-29,70,13,Zouk Boulevard
Facundo Perez,Confirmado,2023-11-27 00:00:00,2023-12-02,70,13,Zouk Boulevard
Pedro Martines,Confirmado,2023-11-27 00:00:00,2023-11-28,71,14,Zouk Boulevard
Rodrigo Gonzales,Confirmado,2023-11-27 00:00:00,2023-12-02,72,15,Zouk Boulevard
Pedro Alonso,Confirmado,2023-11-27 00:00:00,2023-11-30,73,16,Zouk Boulevard
Belen Alonso,Confirmado,2023-11-27 00:00:00,2023-12-01,76,19,Zouk Boulevard
Bruno Fernandez,Confirmado,2023-11-27 00:00:00,2023-11-30,77,20,Zouk Boulevard
Pedro Pedregal,Confirmado,2023-11-27 00:00:00,2023-11-28,102,1,Forum
Maria Torres,Confirmado,2023-11-27 00:00:00,2023-11-28,104,3,Forum
Tatiana Garcia,Confirmado,2023-11-27 00:00:00,2023-11-30,104,3,Forum
Carlos Pedregal,Confirmado,2023-11-27 00:00:00,2023-11-28,105,4,Forum
Carlos Pedregal,Confirmado,2023-11-27 00:00:00,2023-12-01,107,6,Forum
Maria Sanchez,Confirmado,2023-11-27 00:00:00,2023-12-02,109,8,Forum
Carla Fernandez,Confirmado,2023-11-27 00:00:00,2023-11-28,110,9,Forum
Belen Diaz,Confirmado,2023-11-27 00:00:00,2023-12-01,110,9,Forum
Pedro Sanchez,Confirmado,2023-11-27 00:00:00,2023-12-01,111,10,Forum
Carla Gonzales,Confirmado,2023-11-27 00:00:00,2023-11-28,112,11,Forum
Rodrigo Alonso,Confirmado,2023-11-27 00:00:00,2023-11-28,113,12,Forum
Carlos Pedregal,Confirmado,2023-11-27 00:00:00,2023-11-29,114,13,Forum
Tatiana Fernandez,Confirmado,2023-11-27 00:00:00,2023-11-29,116,15,Forum
Rodrigo Lopez,Cancelado,2023-11-27 00:00:00,2023-12-01,116,15,Forum
Rodrigo Sanchez,Confirmado,2023-11-27 00:00:00,2023-11-29,117,16,Forum
Maria Pedregal,Confirmado,2023-11-27 00:00:00,2023-11-28,122,21,Forum
Facundo Perez,Confirmado,2023-11-27 00:00:00,2023-11-29,122,21,Forum
Belen Castillo,Confirmado,2023-11-27 00:00:00,2023-11-29,123,22,Forum
Facundo Perez,Confirmado,2023-11-27 00:00:00,2023-11-30,123,22,Forum
Julio Garcia,Confirmado,2023-11-27 00:00:00,2023-11-28,127,26,Forum
Tatiana Fernandez,Confirmado,2023-11-27 00:00:00,2023-11-30,127,26,Forum
Belen Alonso,Confirmado,2023-11-27 00:00:00,2023-12-02,127,26,Forum
